county_fips,state,county,total_hh,eligible_hh,enrolled_hh,gap_hh,gap_rate,lep_hh,lep_share,noncitizen_share,no_hs_share,high_income_share,poverty_share,gap_hh_rank,gap_rate_rank,gap_severity,gap_score,score_language,score_documentation,score_awareness,score_stigma,top_barrier,barrier_rank,barrier_scores,barrier_weight,priority_score,priority_rank,priority_tier
17131,17,131,6413,1293.5,621,672.5,0.519907228449942,27,0.0042101980352409,0.0028170817593956,0.0668938307030129,0.5951972555746141,0.075627631373772,2238,1520,high,41.27,28.63,10.38,40.35,62.54,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 28.63, ""documentation"": 10.38, ""awareness"": 40.35, ""stigma"": 62.54}",0.8,33.02,2731,P4
17133,17,133,13830,1877.0,703,1174.0,0.6254661694192861,5,0.0003615328994938,0.0016014183991535,0.0422557840616966,0.7377440347071583,0.0430224150397686,1674,797,critical,55.3,6.75,6.03,20.4,62.07,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 6.75, ""documentation"": 6.03, ""awareness"": 20.4, ""stigma"": 62.07}",0.8,44.24,1931,P4
17135,17,135,11265,3172.5,1984,1188.5,0.3746256895193065,17,0.0015090989791389,0.0041313483866372,0.1004845577798443,0.5133599644917888,0.1225920994229915,1661,2499,low,42.96,13.27,15.72,46.37,53.08,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 13.27, ""documentation"": 15.72, ""awareness"": 46.37, ""stigma"": 53.08}",0.8,34.37,2657,P4
17137,17,137,13125,3028.0,2088,940.0,0.3104359313077939,11,0.0008380952380952,0.0034946813402409,0.1037326388888889,0.5332571428571429,0.0793904761904761,1898,2782,low,36.07,9.4,12.92,45.39,35.84,awareness,"[""awareness"", ""stigma"", ""documentation"", ""language""]","{""language"": 9.4, ""documentation"": 12.92, ""awareness"": 45.39, ""stigma"": 35.84}",1.1,39.68,2303,P4
17139,17,139,5822,1195.5,622,573.5,0.479715600167294,24,0.0041222947440742,0.002488077959776,0.1431215299198026,0.5869117141875644,0.071281346616283,2362,1816,moderate,37.34,28.2,9.18,69.35,55.2,awareness,"[""awareness"", ""stigma"", ""language"", ""documentation""]","{""language"": 28.2, ""documentation"": 9.18, ""awareness"": 69.35, ""stigma"": 55.2}",1.1,41.07,2195,P4
17141,17,141,20695,3851.5,2213,1638.5,0.4254186680514085,309,0.014931142788113,0.0259818379385284,0.0895987534086482,0.6406861560763469,0.0655713940565353,1305,2218,moderate,51.03,64.3,67.39,33.04,57.32,documentation,"[""documentation"", ""language"", ""stigma"", ""awareness""]","{""language"": 64.3, ""documentation"": 67.39, ""awareness"": 33.04, ""stigma"": 57.32}",1.0,51.03,1402,P3
17143,17,143,77074,19796.0,13614,6182.0,0.3122853101636694,945,0.0122609440278174,0.0411219422680183,0.0664756115690193,0.5389495809222306,0.1193398552040895,390,2771,low,59.58,58.66,80.63,12.53,49.61,documentation,"[""documentation"", ""language"", ""stigma"", ""awareness""]","{""language"": 58.66, ""documentation"": 80.63, ""awareness"": 12.53, ""stigma"": 49.61}",1.0,59.58,819,P3
17145,17,145,7994,2099.0,1556,543.0,0.25869461648404,62,0.0077558168626469,0.0071600192215281,0.1465305851945125,0.4927445584188141,0.0951963972979734,2412,2934,low,25.51,45.17,28.39,65.12,27.17,awareness,"[""awareness"", ""language"", ""documentation"", ""stigma""]","{""language"": 45.17, ""documentation"": 28.39, ""awareness"": 65.12, ""stigma"": 27.17}",1.1,28.06,2959,P4
17147,17,147,6851,969.5,417,552.5,0.5698813821557503,8,0.0011677127426653,0.0025146689019279,0.0396338903350407,0.6847175594803678,0.0620347394540942,2393,1148,high,41.36,11.37,9.3,31.04,68.03,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 11.37, ""documentation"": 9.3, ""awareness"": 31.04, ""stigma"": 68.03}",0.8,33.09,2722,P4
17149,17,149,5815,1645.0,854,791.0,0.4808510638297872,10,0.0017196904557179,0.0066324786324786,0.0820924764890282,0.4797936371453138,0.1172828890799656,2093,1807,moderate,41.57,14.54,26.83,48.92,55.3,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 14.54, ""documentation"": 26.83, ""awareness"": 48.92, ""stigma"": 55.3}",0.8,33.26,2716,P4
17151,17,151,1364,383.0,133,250.0,0.6527415143603134,5,0.0036656891495601,0.004524886877828,0.0826648064178584,0.5293255131964809,0.1217008797653959,2882,641,critical,37.91,26.14,17.43,62.5,78.13,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 26.14, ""documentation"": 17.43, ""awareness"": 62.5, ""stigma"": 78.13}",0.8,30.33,2864,P4
17153,17,153,1862,734.0,388,346.0,0.4713896457765668,13,0.0069817400644468,0.0011824990145841,0.1259509721048182,0.3872180451127819,0.1772287862513426,2725,1888,moderate,31.28,42.22,4.7,76.86,56.47,awareness,"[""awareness"", ""stigma"", ""language"", ""documentation""]","{""language"": 42.22, ""documentation"": 4.7, ""awareness"": 76.86, ""stigma"": 56.47}",1.1,34.41,2653,P4
17155,17,155,2473,368.5,179,189.5,0.514246947082768,12,0.004852405984634,0.0030357142857142,0.0641335914811229,0.6105944197331177,0.0715729882733522,2976,1577,high,29.53,31.64,11.24,50.2,62.07,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 31.64, ""documentation"": 11.24, ""awareness"": 50.2, ""stigma"": 62.07}",0.8,23.62,3038,P4
17157,17,157,11671,2654.5,1314,1340.5,0.5049915238274628,77,0.0065975494816211,0.0183464932652113,0.1211940572267058,0.5710736012338274,0.0831976694370662,1524,1647,moderate,51.61,40.52,56.14,52.75,61.3,stigma,"[""stigma"", ""documentation"", ""awareness"", ""language""]","{""language"": 40.52, ""documentation"": 56.14, ""awareness"": 52.75, ""stigma"": 61.3}",0.8,41.29,2179,P4
17159,17,159,6401,1547.0,974,573.0,0.3703943115707822,16,0.0024996094360256,0.0061881977671451,0.0808534017031407,0.5016403686923918,0.0877987814403999,2364,2526,low,31.84,18.87,24.77,46.8,36.35,awareness,"[""awareness"", ""stigma"", ""documentation"", ""language""]","{""language"": 18.87, ""documentation"": 24.77, ""awareness"": 46.8, ""stigma"": 36.35}",1.1,35.02,2619,P4
17161,17,161,61192,14938.0,9914,5024.0,0.3363234703440889,1568,0.0256242646097529,0.0457918109024791,0.0977405329450457,0.5508726630932148,0.1068767159105765,480,2674,low,59.38,78.32,83.52,28.08,50.74,documentation,"[""documentation"", ""language"", ""stigma"", ""awareness""]","{""language"": 78.32, ""documentation"": 83.52, ""awareness"": 28.08, ""stigma"": 50.74}",1.0,59.38,828,P3
17163,17,163,101273,23180.0,16565,6615.0,0.2853753235547886,440,0.0043446920699495,0.0138591788112741,0.0725506916266532,0.562104410849881,0.0943686866193358,363,2853,low,58.65,29.09,47.38,14.26,44.17,documentation,"[""documentation"", ""stigma"", ""language"", ""awareness""]","{""language"": 29.09, ""documentation"": 47.38, ""awareness"": 14.26, ""stigma"": 44.17}",1.0,58.65,880,P3
17165,17,165,10032,2915.0,2533,382.0,0.1310463121783876,45,0.0044856459330143,0.0068414076196177,0.1123899001761597,0.4594298245614035,0.117822966507177,2667,3130,low,15.17,29.71,27.56,52.41,16.36,awareness,"[""awareness"", ""language"", ""documentation"", ""stigma""]","{""language"": 29.71, ""documentation"": 27.56, ""awareness"": 52.41, ""stigma"": 16.36}",1.1,16.69,3134,P4
17167,17,167,84290,17564.0,12325,5239.0,0.2982805739011614,452,0.0053624391980068,0.0161717473375781,0.0629190643668243,0.5890497093368133,0.0938189583580495,463,2805,low,57.74,34.59,52.33,10.53,49.87,documentation,"[""documentation"", ""stigma"", ""language"", ""awareness""]","{""language"": 34.59, ""documentation"": 52.33, ""awareness"": 10.53, ""stigma"": 49.87}",1.0,57.74,933,P3
17169,17,169,2732,652.5,257,395.5,0.6061302681992338,19,0.0069546120058565,0.0074714327571051,0.079689570319894,0.5424597364568082,0.0494143484626647,2650,911,high,39.19,42.09,29.56,56.61,42.55,awareness,"[""awareness"", ""stigma"", ""language"", ""documentation""]","{""language"": 42.09, ""documentation"": 29.56, ""awareness"": 56.61, ""stigma"": 42.55}",1.1,43.11,2020,P4
17171,17,171,2032,464.5,314,150.5,0.3240043057050592,0,0.0,0.0026820713843614,0.0681619574715991,0.5551181102362205,0.0880905511811023,3035,2719,low,19.1,0.0,9.78,53.51,44.22,awareness,"[""awareness"", ""stigma"", ""documentation"", ""language""]","{""language"": 0.0, ""documentation"": 9.78, ""awareness"": 53.51, ""stigma"": 44.22}",1.1,21.01,3080,P4
17173,17,173,8795,1783.0,1065,718.0,0.4026920919798093,4,0.0004548038658328,0.0041213399146978,0.0550763105507631,0.5649801023308698,0.0744741330301307,2177,2338,moderate,36.36,7.34,15.69,30.66,47.29,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 7.34, ""documentation"": 15.69, ""awareness"": 30.66, ""stigma"": 47.29}",0.8,29.09,2922,P4
17175,17,175,2289,564.5,256,308.5,0.5465013286093888,0,0.0,0.0107062359128474,0.0828933474128827,0.5115771079073831,0.0799475753604194,2794,1299,high,33.97,0.0,39.12,59.86,50.6,awareness,"[""awareness"", ""stigma"", ""documentation"", ""language""]","{""language"": 0.0, ""documentation"": 39.12, ""awareness"": 59.86, ""stigma"": 50.6}",1.1,37.37,2469,P4
17177,17,177,19469,5076.0,3292,1784.0,0.3514578408195429,83,0.0042631876316194,0.0116933835883928,0.0852412036299952,0.5183625250398068,0.0936360367764137,1221,2606,low,48.63,28.92,41.95,31.81,40.18,documentation,"[""documentation"", ""stigma"", ""awareness"", ""language""]","{""language"": 28.92, ""documentation"": 41.95, ""awareness"": 31.81, ""stigma"": 40.18}",1.0,48.63,1581,P3
17179,17,179,53812,9881.5,5468,4413.5,0.4466427161868137,85,0.0015795733293689,0.0063804526827773,0.0599971714842092,0.6024306846056642,0.0670854084590797,544,2072,moderate,63.9,13.72,25.85,12.05,53.97,stigma,"[""stigma"", ""documentation"", ""language"", ""awareness""]","{""language"": 13.72, ""documentation"": 25.85, ""awareness"": 12.05, ""stigma"": 53.97}",0.8,51.12,1398,P3
17181,17,181,6914,2068.5,1253,815.5,0.3942470389170897,0,0.0,0.0126679236389347,0.1296447863807497,0.473387330054961,0.1255423777842059,2056,2385,moderate,37.81,0.0,44.81,63.49,48.56,awareness,"[""awareness"", ""stigma"", ""documentation"", ""language""]","{""language"": 0.0, ""documentation"": 44.81, ""awareness"": 63.49, ""stigma"": 48.56}",1.1,41.59,2159,P4
17183,17,183,30185,8570.5,5800,2770.5,0.3232600198354822,272,0.0090110982275964,0.006108309760997,0.0926544904699375,0.4484346529733311,0.1243995361934735,823,2723,low,53.4,49.46,24.2,30.82,34.32,language,"[""language"", ""stigma"", ""awareness"", ""documentation""]","{""language"": 49.46, ""documentation"": 24.2, ""awareness"": 30.82, ""stigma"": 34.32}",1.2,64.08,613,P2
17185,17,185,4784,1430.5,943,487.5,0.340789933589654,11,0.0022993311036789,0.0083936065720153,0.0718317085684966,0.4584030100334448,0.1028428093645485,2498,2657,low,28.28,17.72,32.42,46.59,30.31,awareness,"[""awareness"", ""documentation"", ""stigma"", ""language""]","{""language"": 17.72, ""documentation"": 32.42, ""awareness"": 46.59, ""stigma"": 30.31}",1.1,31.11,2829,P4
17187,17,187,6722,1310.5,939,371.5,0.283479587943533,203,0.0301993454329068,0.0252775096525096,0.1342870327641901,0.5392740255876227,0.0833085391252603,2680,2855,low,22.59,82.12,66.53,65.16,36.68,language,"[""language"", ""documentation"", ""awareness"", ""stigma""]","{""language"": 82.12, ""documentation"": 66.53, ""awareness"": 65.16, ""stigma"": 36.68}",1.2,27.11,2977,P4
17189,17,189,5722,1001.0,582,419.0,0.4185814185814185,25,0.0043691017126878,0.0031428153778687,0.0681702732906634,0.6230339042292905,0.0650122334847955,2608,2251,moderate,30.46,29.22,11.75,42.5,54.4,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 29.22, ""documentation"": 11.75, ""awareness"": 42.5, ""stigma"": 54.4}",0.8,24.37,3031,P4
17191,17,191,6853,2150.0,934,1216.0,0.5655813953488372,36,0.0052531737924996,0.0139427285231961,0.0984579936192839,0.4530862396030935,0.0999562235517291,1633,1182,high,52.95,34.0,47.57,53.5,50.72,awareness,"[""awareness"", ""stigma"", ""documentation"", ""language""]","{""language"": 34.0, ""documentation"": 47.57, ""awareness"": 53.5, ""stigma"": 50.72}",1.1,58.24,905,P3
17193,17,193,5669,1712.5,1083,629.5,0.3675912408759124,5,0.0008819897689186,0.0032098044937262,0.1345550268300091,0.447874404656906,0.1395307814429352,2293,2543,low,32.8,9.73,11.94,67.84,45.68,awareness,"[""awareness"", ""stigma"", ""documentation"", ""language""]","{""language"": 9.73, ""documentation"": 11.94, ""awareness"": 67.84, ""stigma"": 45.68}",1.1,36.08,2547,P4
17195,17,195,23215,5579.5,3082,2497.5,0.4476207545478985,182,0.007839758776653,0.0139694158573706,0.0898763523956723,0.524057721300883,0.0876588412664225,913,2063,moderate,58.22,45.59,47.7,31.97,48.17,stigma,"[""stigma"", ""documentation"", ""language"", ""awareness""]","{""language"": 45.59, ""documentation"": 47.7, ""awareness"": 31.97, ""stigma"": 48.17}",0.8,46.58,1742,P4
17197,17,197,241310,28410.0,23044,5366.0,0.1888771559310102,7307,0.0302805519870705,0.0558422220631398,0.0849664535750415,0.7457295594877957,0.0474824914011023,450,3069,low,52.47,82.18,87.87,17.35,55.18,documentation,"[""documentation"", ""language"", ""stigma"", ""awareness""]","{""language"": 82.18, ""documentation"": 87.87, ""awareness"": 17.35, ""stigma"": 55.18}",1.0,52.47,1304,P3
17199,17,199,28774,7085.5,4688,2397.5,0.3383670877143462,76,0.0026412733717939,0.0116289498071806,0.0756386500385167,0.5351011329672621,0.1010287064711197,953,2666,low,52.14,19.88,41.73,23.44,44.77,stigma,"[""stigma"", ""documentation"", ""awareness"", ""language""]","{""language"": 19.88, ""documentation"": 41.73, ""awareness"": 23.44, ""stigma"": 44.77}",0.8,41.71,2149,P4
17201,17,201,115449,28599.5,23274,5325.5,0.1862095491179915,2632,0.0227979454131261,0.0452117801961954,0.1135331375686859,0.5315767135271852,0.102729343692886,454,3073,low,52.28,75.7,83.07,30.76,32.46,documentation,"[""documentation"", ""language"", ""stigma"", ""awareness""]","{""language"": 75.7, ""documentation"": 83.07, ""awareness"": 30.76, ""stigma"": 32.46}",1.0,52.28,1318,P3
17203,17,203,14704,2558.0,955,1603.0,0.6266614542611415,47,0.0031964091403699,0.0080056326275164,0.0520382952439777,0.6596164309031556,0.0642682263329706,1327,793,critical,60.75,23.06,31.18,22.04,71.64,stigma,"[""stigma"", ""documentation"", ""language"", ""awareness""]","{""language"": 23.06, ""documentation"": 31.18, ""awareness"": 22.04, ""stigma"": 71.64}",0.8,48.6,1583,P3
18001,18,001,12345,2372.5,751,1621.5,0.6834562697576396,393,0.0318347509113001,0.0079733296291151,0.1303197660927275,0.5211826650465775,0.0574321587687322,1317,477,critical,63.74,83.3,31.03,54.61,47.53,language,"[""language"", ""awareness"", ""stigma"", ""documentation""]","{""language"": 83.3, ""documentation"": 31.03, ""awareness"": 54.61, ""stigma"": 47.53}",1.2,76.49,157,P1
18003,18,003,154183,31646.0,13706,17940.0,0.5668962902104532,3811,0.0247173812936575,0.0399932097193607,0.096708546464575,0.5658341062244217,0.0736851663283241,107,1173,high,76.7,77.43,79.8,23.68,60.04,documentation,"[""documentation"", ""language"", ""stigma"", ""awareness""]","{""language"": 77.43, ""documentation"": 79.8, ""awareness"": 23.68, ""stigma"": 60.04}",1.0,76.7,151,P1
18005,18,005,32984,6370.5,2415,3955.5,0.6209088768542501,692,0.0209798690274072,0.0778706820622338,0.0785440271210634,0.6269100169779287,0.0876485568760611,603,826,high,71.7,73.47,92.76,23.67,82.15,documentation,"[""documentation"", ""stigma"", ""language"", ""awareness""]","{""language"": 73.47, ""documentation"": 92.76, ""awareness"": 23.67, ""stigma"": 82.15}",1.0,71.7,292,P1
18007,18,007,3469,718.0,293,425.0,0.5919220055710307,45,0.0129720380513116,0.019522278364722,0.1041277390861219,0.5223407321994811,0.0686076679158258,2599,994,high,39.27,60.17,57.83,64.71,49.54,awareness,"[""awareness"", ""language"", ""documentation"", ""stigma""]","{""language"": 60.17, ""documentation"": 57.83, ""awareness"": 64.71, ""stigma"": 49.54}",1.1,43.2,2009,P4
18009,18,009,5060,1691.0,813,878.0,0.5192193968066233,0,0.0,0.0056633630382277,0.1048185603807257,0.4195652173913043,0.1662055335968379,1974,1528,high,45.33,0.0,22.17,60.19,60.26,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 0.0, ""documentation"": 22.17, ""awareness"": 60.19, ""stigma"": 60.26}",0.8,36.26,2536,P4
18011,18,011,27948,3640.0,1070,2570.0,0.7060439560439561,205,0.0073350508086446,0.0203495956170101,0.0500586624951114,0.7238442822384428,0.0496994418205238,889,374,critical,71.52,43.53,59.32,13.42,69.54,stigma,"[""stigma"", ""documentation"", ""language"", ""awareness""]","{""language"": 43.53, ""documentation"": 59.32, ""awareness"": 13.42, ""stigma"": 69.54}",0.8,57.22,971,P3
18013,18,013,6695,1301.5,407,894.5,0.6872839031886285,32,0.0047796863330843,0.0078491925625683,0.0642247451727852,0.596116504854369,0.0667662434652725,1957,462,critical,54.0,31.25,30.61,38.44,69.8,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 31.25, ""documentation"": 30.61, ""awareness"": 38.44, ""stigma"": 69.8}",0.8,43.2,2009,P4
18015,18,015,8024,1733.5,343,1390.5,0.8021344101528699,13,0.0016201395812562,0.0090495524140292,0.1027311798142243,0.5453639082751744,0.0682951146560319,1485,136,critical,67.07,13.99,34.3,52.38,68.45,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 13.99, ""documentation"": 34.3, ""awareness"": 52.38, ""stigma"": 68.45}",0.8,53.66,1213,P3
18017,18,017,14924,3782.0,1424,2358.0,0.6234796404019037,521,0.03491021173948,0.0613213802615176,0.1421932014595736,0.4733985526668453,0.0834226748860895,967,811,high,66.18,85.06,89.55,54.58,50.91,documentation,"[""documentation"", ""language"", ""awareness"", ""stigma""]","{""language"": 85.06, ""documentation"": 89.55, ""awareness"": 54.58, ""stigma"": 50.91}",1.0,66.18,523,P2
18019,18,019,49184,8938.0,3626,5312.0,0.5943164018796151,505,0.0102675666883539,0.0233061889250814,0.0925035228900509,0.5847430058555628,0.0723812621990891,456,975,high,72.65,53.46,63.61,27.22,64.77,stigma,"[""stigma"", ""documentation"", ""language"", ""awareness""]","{""language"": 53.46, ""documentation"": 63.61, ""awareness"": 27.22, ""stigma"": 64.77}",0.8,58.12,911,P3
18021,18,021,10541,2422.5,1093,1329.5,0.548813209494324,2,0.0001897353192296,0.0009458590291702,0.0921231203517724,0.5494734844891377,0.073427568541884,1534,1287,high,53.64,5.63,4.0,43.99,55.16,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 5.63, ""documentation"": 4.0, ""awareness"": 43.99, ""stigma"": 55.16}",0.8,42.91,2030,P4
18023,18,023,12396,2419.5,796,1623.5,0.6710064062822897,383,0.0308970635688931,0.066369399702733,0.1364639586757454,0.5318651177799291,0.0517102291061632,1314,532,critical,63.17,82.61,90.79,56.08,44.72,documentation,"[""documentation"", ""language"", ""awareness"", ""stigma""]","{""language"": 82.61, ""documentation"": 90.79, ""awareness"": 56.08, ""stigma"": 44.72}",1.0,63.17,649,P2
18025,18,025,4573,1501.0,577,924.0,0.6155896069287142,11,0.002405423135797,0.0003811701924909,0.1441429516876241,0.4307894161382025,0.1200524819593264,1923,855,high,50.94,18.21,2.73,72.93,58.25,awareness,"[""awareness"", ""stigma"", ""language"", ""documentation""]","{""language"": 18.21, ""documentation"": 2.73, ""awareness"": 72.93, ""stigma"": 58.25}",1.1,56.03,1055,P3
18027,18,027,11568,2809.5,1022,1787.5,0.6362342053746218,268,0.0231673582295988,0.0281382692422701,0.2282358581016299,0.5584370677731674,0.0742565698478561,1218,737,critical,62.92,76.09,69.64,70.17,64.69,language,"[""language"", ""awareness"", ""documentation"", ""stigma""]","{""language"": 76.09, ""documentation"": 69.64, ""awareness"": 70.17, ""stigma"": 64.69}",1.2,75.5,186,P1
18029,18,029,20148,3818.0,1656,2162.0,0.5662650602409639,32,0.0015882469724042,0.0052530101518847,0.0875017534015991,0.6351498908080206,0.0604526503871352,1039,1178,high,62.2,13.79,20.51,32.51,62.52,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 13.79, ""documentation"": 20.51, ""awareness"": 32.51, ""stigma"": 62.52}",0.8,49.76,1505,P3
18031,18,031,10518,1786.5,551,1235.5,0.6915757066890568,0,0.0,0.0056037257203437,0.0945684070649465,0.6028712683019586,0.0660772009887811,1613,439,critical,59.56,0.0,22.01,44.96,70.79,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 0.0, ""documentation"": 22.01, ""awareness"": 44.96, ""stigma"": 70.79}",0.8,47.65,1664,P4
18033,18,033,17008,3387.5,1016,2371.5,0.7000738007380074,45,0.002645813734713,0.0061719897209985,0.0770636612854096,0.5737888052681092,0.0704374412041392,961,409,critical,70.1,19.91,24.64,29.99,69.25,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 19.91, ""documentation"": 24.64, ""awareness"": 29.99, ""stigma"": 69.25}",0.8,56.08,1047,P3
18035,18,035,46146,13599.5,6526,7073.5,0.5201294165226663,246,0.0053309062540631,0.0128624820487204,0.0905348621893027,0.4687080136956616,0.1184067958219564,336,1518,high,70.81,34.43,45.28,26.71,57.52,stigma,"[""stigma"", ""documentation"", ""language"", ""awareness""]","{""language"": 34.43, ""documentation"": 45.28, ""awareness"": 26.71, ""stigma"": 57.52}",0.8,56.65,1005,P3
18037,18,037,17588,3441.5,601,2840.5,0.8253668458520994,472,0.0268364794177848,0.0354429217455179,0.1076560659599528,0.6004662269729361,0.0716397543779849,801,105,critical,78.85,79.33,76.44,42.33,82.03,stigma,"[""stigma"", ""language"", ""documentation"", ""awareness""]","{""language"": 79.33, ""documentation"": 76.44, ""awareness"": 42.33, ""stigma"": 82.03}",0.8,63.08,655,P2
18039,18,039,71760,15762.0,4922,10840.0,0.6877299835046314,3407,0.0474777034559643,0.0544115087882127,0.1779906574209283,0.5405936454849498,0.0808946488294314,208,458,critical,81.17,88.73,87.39,47.94,68.03,language,"[""language"", ""documentation"", ""stigma"", ""awareness""]","{""language"": 88.73, ""documentation"": 87.39, ""awareness"": 47.94, ""stigma"": 68.03}",1.2,97.4,1,P1
18041,18,041,9479,2929.0,1375,1554.0,0.5305565039262546,45,0.0047473362169005,0.0052586575459598,0.1412370502053576,0.4710412490769068,0.1098217111509653,1357,1434,high,55.48,31.05,20.58,60.89,55.29,awareness,"[""awareness"", ""stigma"", ""language"", ""documentation""]","{""language"": 31.05, ""documentation"": 20.58, ""awareness"": 60.89, ""stigma"": 55.29}",1.1,61.03,738,P2
18043,18,043,31173,5558.0,2280,3278.0,0.5897804965815041,161,0.0051647258845796,0.0163950715421303,0.0745449654801398,0.6168479132582684,0.0675263850126712,709,1008,high,68.5,33.51,53.0,22.41,66.39,stigma,"[""stigma"", ""documentation"", ""language"", ""awareness""]","{""language"": 33.51, ""documentation"": 53.0, ""awareness"": 22.41, ""stigma"": 66.39}",0.8,54.8,1124,P3
18045,18,045,6854,1657.5,542,1115.5,0.673001508295626,39,0.0056901079661511,0.0055602562552882,0.103418656588215,0.5135687189962066,0.0761599066238692,1733,529,critical,56.76,36.39,21.85,55.38,58.3,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 36.39, ""documentation"": 21.85, ""awareness"": 55.38, ""stigma"": 58.3}",0.8,45.41,1840,P4
18047,18,047,9131,1657.5,422,1235.5,0.7453996983408748,45,0.0049282663454167,0.0039687731693488,0.1127542743042555,0.6278611324060891,0.0672434563574635,1613,250,critical,62.25,32.17,15.15,53.75,78.65,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 32.17, ""documentation"": 15.15, ""awareness"": 53.75, ""stigma"": 78.65}",0.8,49.8,1503,P3
18049,18,049,7927,1826.5,825,1001.5,0.548316452231043,39,0.0049198940330515,0.0116603792072901,0.1270122686334302,0.5239056389554686,0.0701400277532483,1835,1288,high,48.95,32.13,41.82,60.37,47.45,awareness,"[""awareness"", ""stigma"", ""documentation"", ""language""]","{""language"": 32.13, ""documentation"": 41.82, ""awareness"": 60.37, ""stigma"": 47.45}",1.1,53.85,1204,P3
18051,18,051,13156,2483.0,947,1536.0,0.6186065243656866,86,0.00653694131955,0.0098829806584611,0.0927784686445194,0.5554119793250228,0.064837336576467,1369,842,high,59.69,40.22,37.0,41.04,56.1,stigma,"[""stigma"", ""awareness"", ""language"", ""documentation""]","{""language"": 40.22, ""documentation"": 37.0, ""awareness"": 41.04, ""stigma"": 56.1}",0.8,47.75,1657,P4
18053,18,053,26757,7661.5,3712,3949.5,0.5154995758010833,117,0.0043726875210225,0.0158488633110866,0.1123603224033705,0.4484060245916956,0.1146615838845909,605,1562,high,66.4,29.25,51.54,39.17,51.85,stigma,"[""stigma"", ""documentation"", ""awareness"", ""language""]","{""language"": 29.25, ""documentation"": 51.54, ""awareness"": 39.17, ""stigma"": 51.85}",0.8,53.12,1253,P3
18055,18,055,12781,3350.0,1424,1926.0,0.5749253731343283,24,0.0018777873405836,0.00442592233637,0.1185846350015938,0.4987090212033487,0.0887254518425788,1145,1114,high,60.99,15.69,17.15,50.57,54.92,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 15.69, ""documentation"": 17.15, ""awareness"": 50.57, ""stigma"": 54.92}",0.8,48.79,1568,P3
18057,18,057,133171,11671.0,3302,8369.0,0.7170765144374946,3054,0.0229329208311118,0.0462405088807758,0.0270902967636159,0.7816942127039671,0.0352554234780845,274,336,critical,81.62,75.89,83.61,1.1,61.77,documentation,"[""documentation"", ""language"", ""stigma"", ""awareness""]","{""language"": 75.89, ""documentation"": 83.61, ""awareness"": 1.1, ""stigma"": 61.77}",1.0,81.62,57,P1
18059,18,059,32246,3832.0,1271,2561.0,0.6683194154488518,260,0.0080630155678223,0.0097911306744052,0.0650785552173683,0.7221670904918439,0.0379271847671029,894,551,critical,69.55,46.38,36.81,17.72,60.19,stigma,"[""stigma"", ""language"", ""documentation"", ""awareness""]","{""language"": 46.38, ""documentation"": 36.81, ""awareness"": 17.72, ""stigma"": 60.19}",0.8,55.64,1081,P3
18061,18,061,15154,2666.0,891,1775.0,0.6657914478619655,72,0.0047512207997888,0.0082191780821917,0.0821844798180784,0.5911310545070608,0.057014649597466,1226,570,critical,64.27,31.08,31.79,34.18,60.52,stigma,"[""stigma"", ""awareness"", ""documentation"", ""language""]","{""language"": 31.08, ""documentation"": 31.79, ""awareness"": 34.18, ""stigma"": 60.52}",0.8,51.42,1376,P3
18063,18,063,65839,6841.5,2189,4652.5,0.6800409266973617,447,0.0067892890232233,0.0228120348535781,0.0651252344789402,0.750117711386868,0.0414192196114764,520,499,critical,75.95,41.47,62.91,13.02,63.75,stigma,"[""stigma"", ""documentation"", ""language"", ""awareness""]","{""language"": 41.47, ""documentation"": 62.91, ""awareness"": 13.02, ""stigma"": 63.75}",0.8,60.76,755,P2
